Mask Size 0 Mask set() Leakage 0.4912255474440431
Mask Size 1 Mask {'age'} Leakage 0.48390655849303243
Mask Size 1 Mask {'capital_gain'} Leakage 0.44119241053623615
Mask Size 1 Mask {'capital_loss'} Leakage 0.4912255474440431
Mask Size 1 Mask {'class'} Leakage 0.4421302651304688
Mask Size 1 Mask {'education_num'} Leakage 0.46042813003242167
Mask Size 1 Mask {'hours_per_week'} Leakage 0.4912255474440431
Mask Size 1 Mask {'marital_status'} Leakage 0.4912255474440431
Mask Size 1 Mask {'native_country'} Leakage 0.3969281531160326
Mask Size 1 Mask {'occupation'} Leakage 0.4912255474440431
Mask Size 1 Mask {'race'} Leakage 0.4912255474440431
Mask Size 1 Mask {'relationship'} Leakage 0.3876575545157146
Mask Size 1 Mask {'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'age', 'capital_gain'} Leakage 0.43736415669853557
Mask Size 2 Mask {'age', 'capital_loss'} Leakage 0.4839317246711282
Mask Size 2 Mask {'age', 'class'} Leakage 0.4341050146386227
Mask Size 2 Mask {'age', 'education_num'} Leakage 0.4527523729267935
Mask Size 2 Mask {'age', 'hours_per_week'} Leakage 0.48392620978159184
Mask Size 2 Mask {'age', 'marital_status'} Leakage 0.48447398909222794
Mask Size 2 Mask {'age', 'native_country'} Leakage 0.38825264639230594
Mask Size 2 Mask {'age', 'occupation'} Leakage 0.48390655849303243
Mask Size 2 Mask {'age', 'race'} Leakage 0.483913191052453
Mask Size 2 Mask {'age', 'relationship'} Leakage 0.3854242869319815
Mask Size 2 Mask {'age', 'sex'} Leakage 0.26384839770732416
Mask Size 2 Mask {'capital_loss', 'capital_gain'} Leakage 0.4509615589922883
Mask Size 2 Mask {'capital_gain', 'class'} Leakage 0.4032957695576078
Mask Size 2 Mask {'capital_gain', 'education_num'} Leakage 0.4104707532910399
Mask Size 2 Mask {'hours_per_week', 'capital_gain'} Leakage 0.45227859648556834
Mask Size 2 Mask {'capital_gain', 'marital_status'} Leakage 0.3840032729145847
Mask Size 2 Mask {'capital_gain', 'native_country'} Leakage 0.38607319087108916
Mask Size 2 Mask {'occupation', 'capital_gain'} Leakage 0.44119241053623615
Mask Size 2 Mask {'capital_gain', 'race'} Leakage 0.4419942753939222
Mask Size 2 Mask {'relationship', 'capital_gain'} Leakage 0.12413500321044513
Mask Size 2 Mask {'capital_gain', 'sex'} Leakage 0.23918590959922814
Mask Size 2 Mask {'capital_loss', 'class'} Leakage 0.4424367964455269
Mask Size 2 Mask {'capital_loss', 'education_num'} Leakage 0.46046277809509195
Mask Size 2 Mask {'hours_per_week', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'native_country'} Leakage 0.40027545116798646
Mask Size 2 Mask {'occupation', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'capital_loss'} Leakage 0.38861661219322874
Mask Size 2 Mask {'capital_loss', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'education_num', 'class'} Leakage 0.40850223977961175
Mask Size 2 Mask {'hours_per_week', 'class'} Leakage 0.44223887901283754
Mask Size 2 Mask {'marital_status', 'class'} Leakage 0.44962268479175194
Mask Size 2 Mask {'native_country', 'class'} Leakage 0.3659163513198489
Mask Size 2 Mask {'occupation', 'class'} Leakage 0.4421302651304688
Mask Size 2 Mask {'race', 'class'} Leakage 0.4422648068725308
Mask Size 2 Mask {'relationship', 'class'} Leakage 0.33767484007115856
Mask Size 2 Mask {'sex', 'class'} Leakage 0.20488153303225753
Mask Size 2 Mask {'hours_per_week', 'education_num'} Leakage 0.4604477303905746
Mask Size 2 Mask {'education_num', 'marital_status'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'native_country'} Leakage 0.36047651096201316
Mask Size 2 Mask {'occupation', 'education_num'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'race'} Leakage 0.46053677277980687
Mask Size 2 Mask {'relationship', 'education_num'} Leakage 0.35586534552810667
Mask Size 2 Mask {'education_num', 'sex'} Leakage 0.26298439687777797
Mask Size 2 Mask {'hours_per_week', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'occupation', 'hours_per_week'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'hours_per_week'} Leakage 0.3876575545157146
Mask Size 2 Mask {'hours_per_week', 'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'native_country', 'marital_status'} Leakage 0.3979672789901215
Mask Size 2 Mask {'occupation', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'race', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'marital_status'} Leakage 0.2727656282026826
Mask Size 2 Mask {'sex', 'marital_status'} Leakage 0.293584189251586
Mask Size 2 Mask {'occupation', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'native_country', 'race'} Leakage 0.39759034718430664
Mask Size 2 Mask {'relationship', 'native_country'} Leakage 0.2907061934465176
Mask Size 2 Mask {'sex', 'native_country'} Leakage 0.13622427654319103
Mask Size 2 Mask {'occupation', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'occupation', 'relationship'} Leakage 0.4074419571733059
Mask Size 2 Mask {'occupation', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'relationship', 'race'} Leakage 0.3876575545157146
Mask Size 2 Mask {'sex', 'race'} Leakage 0.2726821726489277
Mask Size 2 Mask {'relationship', 'sex'} Leakage 0.2685467517834049
Mask Size 3 Mask {'relationship', 'education_num', 'sex'} Leakage 0.2433749478453784
Mask Size 3 Mask {'hours_per_week', 'native_country', 'marital_status'} Leakage 0.3979672789901215
Mask Size 3 Mask {'occupation', 'hours_per_week', 'marital_status'} Leakage 0.4912255474440431
Mask Size 3 Mask {'hours_per_week', 'race', 'marital_status'} Leakage 0.4912255474440431
Mask Size 3 Mask {'relationship', 'hours_per_week', 'marital_status'} Leakage 0.2727656282026826
Mask Size 3 Mask {'hours_per_week', 'sex', 'marital_status'} Leakage 0.293584189251586
Mask Size 3 Mask {'occupation', 'hours_per_week', 'native_country'} Leakage 0.3969281531160326
Mask Size 3 Mask {'hours_per_week', 'native_country', 'race'} Leakage 0.3977172235662343
Mask Size 3 Mask {'relationship', 'hours_per_week', 'native_country'} Leakage 0.2907061934465176
Mask Size 3 Mask {'hours_per_week', 'sex', 'native_country'} Leakage 0.13622427654319103
Mask Size 3 Mask {'occupation', 'hours_per_week', 'race'} Leakage 0.4912255474440431
Mask Size 3 Mask {'occupation', 'hours_per_week', 'relationship'} Leakage 0.4074419571733059
Mask Size 3 Mask {'occupation', 'hours_per_week', 'sex'} Leakage 0.27434320827232905
Mask Size 3 Mask {'relationship', 'hours_per_week', 'race'} Leakage 0.3876575545157146
Mask Size 3 Mask {'hours_per_week', 'sex', 'race'} Leakage 0.2726821726489277
Mask Size 3 Mask {'relationship', 'hours_per_week', 'sex'} Leakage 0.2685467517834049
Mask Size 3 Mask {'occupation', 'native_country', 'marital_status'} Leakage 0.3981662702724742
Mask Size 3 Mask {'race', 'native_country', 'marital_status'} Leakage 0.3988271048446268
Mask Size 3 Mask {'relationship', 'native_country', 'marital_status'} Leakage 0.15401669243403515
Mask Size 3 Mask {'sex', 'native_country', 'marital_status'} Leakage 0.18033667717868718
Mask Size 3 Mask {'occupation', 'race', 'marital_status'} Leakage 0.4912255474440431
Mask Size 3 Mask {'occupation', 'relationship', 'marital_status'} Leakage 0.2730520388636768
Mask Size 3 Mask {'occupation', 'sex', 'marital_status'} Leakage 0.2977387587500798
Mask Size 3 Mask {'relationship', 'race', 'marital_status'} Leakage 0.2727656282026826
Mask Size 3 Mask {'race', 'sex', 'marital_status'} Leakage 0.293584189251586
Mask Size 3 Mask {'relationship', 'sex', 'marital_status'} Leakage 0.26526595252675966
Mask Size 3 Mask {'occupation', 'native_country', 'race'} Leakage 0.39759034718430664
Mask Size 3 Mask {'occupation', 'relationship', 'native_country'} Leakage 0.3142709336608954
Mask Size 3 Mask {'occupation', 'sex', 'native_country'} Leakage 0.13830109979261906
Mask Size 3 Mask {'relationship', 'native_country', 'race'} Leakage 0.2916881494869755
Mask Size 3 Mask {'sex', 'native_country', 'race'} Leakage 0.1368562186607334
Mask Size 3 Mask {'relationship', 'sex', 'native_country'} Leakage 0.15018421774242818
Mask Size 3 Mask {'occupation', 'relationship', 'race'} Leakage 0.4074419571733059
Mask Size 3 Mask {'occupation', 'sex', 'race'} Leakage 0.27434320827232905
Mask Size 3 Mask {'occupation', 'relationship', 'sex'} Leakage 0.26949039822280674
Mask Size 3 Mask {'relationship', 'sex', 'race'} Leakage 0.2685467517834049
Mask Size 4 Mask {'age', 'capital_gain', 'capital_loss', 'class'} Leakage 0.4059893606822288
Mask Size 4 Mask {'age', 'capital_gain', 'education_num', 'capital_loss'} Leakage 0.4161141666860022
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'capital_loss'} Leakage 0.4571709671384917
Mask Size 4 Mask {'age', 'capital_gain', 'capital_loss', 'marital_status'} Leakage 0.39167645430333253
Mask Size 4 Mask {'age', 'capital_gain', 'native_country', 'capital_loss'} Leakage 0.3864567761555907
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'capital_loss'} Leakage 0.4465650350312288
Mask Size 4 Mask {'age', 'capital_gain', 'capital_loss', 'race'} Leakage 0.4536166724207682
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'capital_loss'} Leakage 0.12945321396417797
Mask Size 4 Mask {'age', 'capital_gain', 'sex', 'capital_loss'} Leakage 0.25575614853623796
Mask Size 4 Mask {'age', 'capital_gain', 'education_num', 'class'} Leakage 0.3684979106633287
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'class'} Leakage 0.4068317601251774
Mask Size 4 Mask {'age', 'marital_status', 'capital_gain', 'class'} Leakage 0.36397474908695326
Mask Size 4 Mask {'age', 'capital_gain', 'native_country', 'class'} Leakage 0.35182606674275363
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'class'} Leakage 0.39882177278765873
Mask Size 4 Mask {'age', 'capital_gain', 'race', 'class'} Leakage 0.4037876663770563
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'class'} Leakage 0.1005441157626249
Mask Size 4 Mask {'age', 'capital_gain', 'sex', 'class'} Leakage 0.1825442477750383
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'education_num'} Leakage 0.4179615510688919
Mask Size 4 Mask {'age', 'capital_gain', 'education_num', 'marital_status'} Leakage 0.3518379637217991
Mask Size 4 Mask {'age', 'capital_gain', 'education_num', 'native_country'} Leakage 0.34556399316066766
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'education_num'} Leakage 0.40636245149318784
Mask Size 4 Mask {'age', 'capital_gain', 'education_num', 'race'} Leakage 0.419347828435778
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'education_num'} Leakage 0.16433935468559158
Mask Size 4 Mask {'age', 'capital_gain', 'education_num', 'sex'} Leakage 0.19889194310747282
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'marital_status'} Leakage 0.39038013353001677
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'native_country'} Leakage 0.3862063970115147
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'occupation'} Leakage 0.44780662321167464
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'race'} Leakage 0.4478249698805543
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'capital_gain'} Leakage 0.14987498744140648
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_gain', 'sex'} Leakage 0.256046868359428
Mask Size 4 Mask {'age', 'capital_gain', 'native_country', 'marital_status'} Leakage 0.3564212234641245
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'marital_status'} Leakage 0.3840492496039385
Mask Size 4 Mask {'age', 'capital_gain', 'race', 'marital_status'} Leakage 0.39063429092056057
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'marital_status'} Leakage 0.14285059062739147
Mask Size 4 Mask {'age', 'capital_gain', 'sex', 'marital_status'} Leakage 0.15369892194815626
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'native_country'} Leakage 0.3807234603398624
Mask Size 4 Mask {'age', 'capital_gain', 'native_country', 'race'} Leakage 0.3842134356391894
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'native_country'} Leakage 0.09223294057696763
Mask Size 4 Mask {'age', 'capital_gain', 'sex', 'native_country'} Leakage 0.153837421856714
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'race'} Leakage 0.44350438935961045
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'capital_gain'} Leakage 0.14711147172111005
Mask Size 4 Mask {'age', 'occupation', 'capital_gain', 'sex'} Leakage 0.24368599441447192
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'race'} Leakage 0.14686178413121997
Mask Size 4 Mask {'age', 'capital_gain', 'sex', 'race'} Leakage 0.2520192314197994
Mask Size 4 Mask {'age', 'relationship', 'capital_gain', 'sex'} Leakage 0.14431695093793473
Mask Size 4 Mask {'age', 'capital_loss', 'education_num', 'class'} Leakage 0.4004650894488392
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'class'} Leakage 0.4346348210931863
Mask Size 4 Mask {'age', 'marital_status', 'capital_loss', 'class'} Leakage 0.4430923237159118
Mask Size 4 Mask {'age', 'capital_loss', 'native_country', 'class'} Leakage 0.3598406934721028
Mask Size 4 Mask {'age', 'occupation', 'capital_loss', 'class'} Leakage 0.43445021461511146
Mask Size 4 Mask {'age', 'capital_loss', 'race', 'class'} Leakage 0.4346102312365626
Mask Size 4 Mask {'age', 'relationship', 'capital_loss', 'class'} Leakage 0.337362495012947
Mask Size 4 Mask {'age', 'capital_loss', 'sex', 'class'} Leakage 0.19750548768190346
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'education_num'} Leakage 0.45291785292813735
Mask Size 4 Mask {'age', 'capital_loss', 'education_num', 'marital_status'} Leakage 0.4533839625597117
Mask Size 4 Mask {'age', 'capital_loss', 'education_num', 'native_country'} Leakage 0.3551293044402001
Mask Size 4 Mask {'age', 'occupation', 'capital_loss', 'education_num'} Leakage 0.45279581753154563
Mask Size 4 Mask {'age', 'capital_loss', 'education_num', 'race'} Leakage 0.45291926963756357
Mask Size 4 Mask {'age', 'relationship', 'capital_loss', 'education_num'} Leakage 0.3565521271221618
Mask Size 4 Mask {'age', 'capital_loss', 'education_num', 'sex'} Leakage 0.2638639279081948
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'marital_status'} Leakage 0.4845965263096388
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'native_country'} Leakage 0.39188348037031406
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'occupation'} Leakage 0.48395202391850733
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'race'} Leakage 0.4839612415919542
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'capital_loss'} Leakage 0.38678248840135065
Mask Size 4 Mask {'age', 'hours_per_week', 'capital_loss', 'sex'} Leakage 0.2660259686302173
Mask Size 4 Mask {'age', 'capital_loss', 'native_country', 'marital_status'} Leakage 0.39395874906307937
Mask Size 4 Mask {'age', 'occupation', 'capital_loss', 'marital_status'} Leakage 0.4846917237561832
Mask Size 4 Mask {'age', 'capital_loss', 'race', 'marital_status'} Leakage 0.4845697946587152
Mask Size 4 Mask {'age', 'relationship', 'capital_loss', 'marital_status'} Leakage 0.2674500911518798
Mask Size 4 Mask {'age', 'capital_loss', 'sex', 'marital_status'} Leakage 0.2913277821092606
Mask Size 4 Mask {'age', 'occupation', 'capital_loss', 'native_country'} Leakage 0.39174618756594604
Mask Size 4 Mask {'age', 'capital_loss', 'native_country', 'race'} Leakage 0.3882917002872386
Mask Size 4 Mask {'age', 'relationship', 'capital_loss', 'native_country'} Leakage 0.2937668836199253
Mask Size 4 Mask {'age', 'capital_loss', 'sex', 'native_country'} Leakage 0.12954580066366406
Mask Size 4 Mask {'age', 'occupation', 'capital_loss', 'race'} Leakage 0.48393962880690544
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'capital_loss'} Leakage 0.4077107819755891
Mask Size 4 Mask {'age', 'occupation', 'capital_loss', 'sex'} Leakage 0.2682061092685164
Mask Size 4 Mask {'age', 'relationship', 'capital_loss', 'race'} Leakage 0.3867453035509142
Mask Size 4 Mask {'age', 'capital_loss', 'sex', 'race'} Leakage 0.2662247966082609
Mask Size 4 Mask {'age', 'relationship', 'capital_loss', 'sex'} Leakage 0.2594417830397825
Mask Size 4 Mask {'age', 'hours_per_week', 'education_num', 'class'} Leakage 0.4002690442503526
Mask Size 4 Mask {'age', 'marital_status', 'education_num', 'class'} Leakage 0.40928962374909694
Mask Size 4 Mask {'age', 'education_num', 'native_country', 'class'} Leakage 0.31818488111225696
Mask Size 4 Mask {'age', 'occupation', 'education_num', 'class'} Leakage 0.40009603458470133
Mask Size 4 Mask {'age', 'education_num', 'race', 'class'} Leakage 0.4003857429186587
Mask Size 4 Mask {'age', 'relationship', 'education_num', 'class'} Leakage 0.303873725041786
Mask Size 4 Mask {'age', 'education_num', 'sex', 'class'} Leakage 0.19765493404169165
Mask Size 4 Mask {'age', 'hours_per_week', 'marital_status', 'class'} Leakage 0.4431011178424894
Mask Size 4 Mask {'age', 'hours_per_week', 'native_country', 'class'} Leakage 0.3569339762473033
Mask Size 4 Mask {'age', 'hours_per_week', 'occupation', 'class'} Leakage 0.4342419521004196
Mask Size 4 Mask {'age', 'hours_per_week', 'race', 'class'} Leakage 0.4344106974811721
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'class'} Leakage 0.3417664943756461
Mask Size 4 Mask {'age', 'hours_per_week', 'sex', 'class'} Leakage 0.1960108012602415
Mask Size 4 Mask {'age', 'marital_status', 'native_country', 'class'} Leakage 0.3658257503650101
Mask Size 4 Mask {'age', 'marital_status', 'occupation', 'class'} Leakage 0.44323403566920516
Mask Size 4 Mask {'age', 'marital_status', 'race', 'class'} Leakage 0.44313886904556654
Mask Size 4 Mask {'age', 'marital_status', 'relationship', 'class'} Leakage 0.19318967433124457
Mask Size 4 Mask {'age', 'marital_status', 'sex', 'class'} Leakage 0.2280634463941168
Mask Size 4 Mask {'age', 'occupation', 'native_country', 'class'} Leakage 0.35679472346414165
Mask Size 4 Mask {'age', 'race', 'native_country', 'class'} Leakage 0.3574780454158163
Mask Size 4 Mask {'age', 'relationship', 'native_country', 'class'} Leakage 0.24581757624930212
Mask Size 4 Mask {'age', 'sex', 'native_country', 'class'} Leakage 0.0849145830272332
Mask Size 4 Mask {'age', 'occupation', 'race', 'class'} Leakage 0.4342509440840602
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'class'} Leakage 0.36041685706201454
Mask Size 4 Mask {'age', 'occupation', 'sex', 'class'} Leakage 0.19833722947850885
Mask Size 4 Mask {'age', 'relationship', 'race', 'class'} Leakage 0.3364792955075401
Mask Size 4 Mask {'age', 'race', 'sex', 'class'} Leakage 0.19598624051455893
Mask Size 4 Mask {'age', 'relationship', 'sex', 'class'} Leakage 0.19300077803313642
Mask Size 4 Mask {'age', 'hours_per_week', 'education_num', 'marital_status'} Leakage 0.45338546945026015
Mask Size 4 Mask {'age', 'hours_per_week', 'education_num', 'native_country'} Leakage 0.3514322523594616
Mask Size 4 Mask {'age', 'hours_per_week', 'occupation', 'education_num'} Leakage 0.45279410585388713
Mask Size 4 Mask {'age', 'hours_per_week', 'education_num', 'race'} Leakage 0.4529360582848837
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'education_num'} Leakage 0.3556206770897108
Mask Size 4 Mask {'age', 'hours_per_week', 'education_num', 'sex'} Leakage 0.25733377997164864
Mask Size 4 Mask {'age', 'education_num', 'native_country', 'marital_status'} Leakage 0.3534144374404776
Mask Size 4 Mask {'age', 'occupation', 'education_num', 'marital_status'} Leakage 0.45351181390872874
Mask Size 4 Mask {'age', 'education_num', 'race', 'marital_status'} Leakage 0.45368152285819063
Mask Size 4 Mask {'age', 'relationship', 'education_num', 'marital_status'} Leakage 0.25453886853463725
Mask Size 4 Mask {'age', 'education_num', 'sex', 'marital_status'} Leakage 0.2830451363069637
Mask Size 4 Mask {'age', 'occupation', 'education_num', 'native_country'} Leakage 0.35138192864031104
Mask Size 4 Mask {'age', 'education_num', 'native_country', 'race'} Leakage 0.35234989579368003
Mask Size 4 Mask {'age', 'relationship', 'education_num', 'native_country'} Leakage 0.2538215159448547
Mask Size 4 Mask {'age', 'education_num', 'native_country', 'sex'} Leakage 0.12009749243724455
Mask Size 4 Mask {'age', 'occupation', 'education_num', 'race'} Leakage 0.45287149503025326
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'education_num'} Leakage 0.3784861408993433
Mask Size 4 Mask {'age', 'occupation', 'education_num', 'sex'} Leakage 0.266297118642968
Mask Size 4 Mask {'age', 'relationship', 'education_num', 'race'} Leakage 0.3565027823337734
Mask Size 4 Mask {'age', 'education_num', 'sex', 'race'} Leakage 0.25781854969954865
Mask Size 4 Mask {'age', 'relationship', 'education_num', 'sex'} Leakage 0.23920434351419628
Mask Size 4 Mask {'age', 'hours_per_week', 'native_country', 'marital_status'} Leakage 0.3902324119622701
Mask Size 4 Mask {'age', 'hours_per_week', 'occupation', 'marital_status'} Leakage 0.48466125280298755
Mask Size 4 Mask {'age', 'hours_per_week', 'race', 'marital_status'} Leakage 0.48453402197216766
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'marital_status'} Leakage 0.2621959147933405
Mask Size 4 Mask {'age', 'hours_per_week', 'sex', 'marital_status'} Leakage 0.28954262760100224
Mask Size 4 Mask {'age', 'hours_per_week', 'occupation', 'native_country'} Leakage 0.3882759398946146
Mask Size 4 Mask {'age', 'hours_per_week', 'native_country', 'race'} Leakage 0.38910727195004924
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'native_country'} Leakage 0.2886866787476885
Mask Size 4 Mask {'age', 'hours_per_week', 'sex', 'native_country'} Leakage 0.12594998503016697
Mask Size 4 Mask {'age', 'hours_per_week', 'occupation', 'race'} Leakage 0.4839341140018354
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'occupation'} Leakage 0.40685344690654235
Mask Size 4 Mask {'age', 'hours_per_week', 'occupation', 'sex'} Leakage 0.2659362541932735
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'race'} Leakage 0.3858303139027607
Mask Size 4 Mask {'age', 'hours_per_week', 'sex', 'race'} Leakage 0.26398094699147634
Mask Size 4 Mask {'age', 'hours_per_week', 'relationship', 'sex'} Leakage 0.2592208440028181
Mask Size 4 Mask {'age', 'occupation', 'native_country', 'marital_status'} Leakage 0.3905769356894401
Mask Size 4 Mask {'age', 'race', 'native_country', 'marital_status'} Leakage 0.39109908994781906
Mask Size 4 Mask {'age', 'relationship', 'native_country', 'marital_status'} Leakage 0.14169510997326462
Mask Size 4 Mask {'age', 'sex', 'native_country', 'marital_status'} Leakage 0.17570723693718915
Mask Size 4 Mask {'age', 'occupation', 'race', 'marital_status'} Leakage 0.48462913764057847
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'marital_status'} Leakage 0.2624812319100339
Mask Size 4 Mask {'age', 'occupation', 'sex', 'marital_status'} Leakage 0.2946825257872232
Mask Size 4 Mask {'age', 'relationship', 'race', 'marital_status'} Leakage 0.2621808436914892
Mask Size 4 Mask {'age', 'race', 'sex', 'marital_status'} Leakage 0.28941338709263276
Mask Size 4 Mask {'age', 'relationship', 'sex', 'marital_status'} Leakage 0.2544853536509667
Mask Size 4 Mask {'age', 'occupation', 'native_country', 'race'} Leakage 0.3889503350190944
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'native_country'} Leakage 0.31346386533967396
Mask Size 4 Mask {'age', 'occupation', 'sex', 'native_country'} Leakage 0.12831029011336836
Mask Size 4 Mask {'age', 'relationship', 'native_country', 'race'} Leakage 0.2923770480738219
Mask Size 4 Mask {'age', 'sex', 'native_country', 'race'} Leakage 0.12654465147036864
Mask Size 4 Mask {'age', 'relationship', 'sex', 'native_country'} Leakage 0.13939267401716326
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'race'} Leakage 0.40663460502659454
Mask Size 4 Mask {'age', 'occupation', 'sex', 'race'} Leakage 0.2658656699643158
Mask Size 4 Mask {'age', 'occupation', 'relationship', 'sex'} Leakage 0.2603599166149969
Mask Size 4 Mask {'age', 'relationship', 'sex', 'race'} Leakage 0.25917177448035733
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'education_num', 'class'} Leakage 0.38188202671272853
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'class'} Leakage 0.42026438009656686
Mask Size 4 Mask {'capital_loss', 'marital_status', 'capital_gain', 'class'} Leakage 0.36321169631361205
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'native_country', 'class'} Leakage 0.35987861192217585
Mask Size 4 Mask {'capital_loss', 'occupation', 'capital_gain', 'class'} Leakage 0.4111280294355777
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'race', 'class'} Leakage 0.4119136413413298
Mask Size 4 Mask {'capital_loss', 'relationship', 'capital_gain', 'class'} Leakage 0.08610655080543639
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'sex', 'class'} Leakage 0.2052518996324586
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'education_num'} Leakage 0.4333323410042329
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'education_num', 'marital_status'} Leakage 0.3507677733446648
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'education_num', 'native_country'} Leakage 0.3583734619481065
Mask Size 4 Mask {'capital_loss', 'occupation', 'capital_gain', 'education_num'} Leakage 0.42089529738485065
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'education_num', 'race'} Leakage 0.4219166023985904
Mask Size 4 Mask {'capital_loss', 'relationship', 'capital_gain', 'education_num'} Leakage 0.07786021585519232
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'education_num', 'sex'} Leakage 0.2284979080697359
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'marital_status'} Leakage 0.388687149534251
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'native_country'} Leakage 0.3992411930570354
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'occupation'} Leakage 0.46220822177552134
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'race'} Leakage 0.45468259081777673
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'relationship', 'capital_gain'} Leakage 0.127944675388583
Mask Size 4 Mask {'capital_loss', 'hours_per_week', 'capital_gain', 'sex'} Leakage 0.2826429804586371
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'native_country', 'marital_status'} Leakage 0.35729154860248635
Mask Size 4 Mask {'capital_loss', 'occupation', 'capital_gain', 'marital_status'} Leakage 0.38793488819136357
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'race', 'marital_status'} Leakage 0.3875892191250968
Mask Size 4 Mask {'capital_loss', 'relationship', 'capital_gain', 'marital_status'} Leakage 0.12405327553950052
Mask Size 4 Mask {'capital_loss', 'capital_gain', 'sex', 'marital_status'} Leakage 0.13089052329485018
